1054052331.07,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.14,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.26,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.36,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.47,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.58,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.69,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.8,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052331.88,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.01,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.13,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.24,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.35,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.46,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.56,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.67,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.78,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052332.89,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.0,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.11,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.22,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.33,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.44,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.55,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.66,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.77,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.87,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052333.98,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.1,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.19,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.31,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.41,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.52,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.63,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.74,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.84,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052334.94,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.05,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.16,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.27,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.38,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.48,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.58,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.69,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.81,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052335.91,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.02,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.13,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.24,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.35,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.46,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.57,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.68,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.78,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.88,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052336.99,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.1,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.21,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.31,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.42,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.53,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.64,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.75,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.85,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052337.95,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.06,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.17,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.28,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.38,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.49,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.6,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.71,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.82,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052338.91,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.02,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.13,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.24,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.35,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.45,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.56,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.67,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.78,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052339.88,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052340.0,+00.000,+00.000,+0.000,+0.000,+0.000,+0.000
1054052340.11,+00.000,+00.000,-0.000,+0.000,+0.000,+0.000
1054052340.23,+00.002,+00.000,-0.000,+0.026,+0.000,-0.017
1054052340.34,+00.005,+00.000,-0.000,+0.032,+0.000,+0.035
1054052340.45,+00.010,+00.000,-0.000,+0.083,+0.000,+0.000
1054052340.56,+00.018,+00.000,-0.017,+0.100,+0.000,-0.105
1054052340.67,+00.030,+00.000,-0.017,+0.147,+0.000,-0.157
1054052340.78,+00.048,+00.000,-0.017,+0.225,+0.000,-0.070
1054052340.88,+00.074,-00.001,-0.017,+0.284,+0.000,+0.070
1054052341.01,+00.107,-00.002,-0.000,+0.345,+0.000,+0.122
